,currentPage,numberOfPages,totalResults,data,status
42,1,6,273,"{'id': 'vlxyRG', 'name': 'BOMP!', 'nameDisplay': 'BOMP!', 'description': 'Blood Orange Mango Passionfruit! Floridaweisse', 'abv': '3.5', 'styleId': 40, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/vlxyRG/upload_cT3gmi-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/vlxyRG/upload_cT3gmi-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/vlxyRG/upload_cT3gmi-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2018-03-16 15:34:24', 'updateDate': '2018-03-16 15:35:08', 'style': {'id': 40, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Sour Ale', 'shortName': 'Sour', 'description': 'American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:28:32'}}",success
43,1,6,273,"{'id': 'jesKih', 'name': 'Boys of Summer Wheat', 'nameDisplay': 'Boys of Summer Wheat', 'abv': '3.5', 'styleId': 97, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2012-01-03 02:42:53', 'updateDate': '2012-03-22 13:04:32', 'style': {'id': 97, 'categoryId': 8, 'category': {'id': 8, 'name': 'North American Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'American-Style Premium Lager', 'shortName': 'American Premium Lager', 'description': 'This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.', 'ibuMin': '6', 'ibuMax': '15', 'abvMin': '4.3', 'abvMax': '5', 'srmMin': '2', 'srmMax': '6', 'ogMin': '1.044', 'fgMin': '1.01', 'fgMax': '1.014', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:40:04'}}",success
44,1,6,273,"{'id': 'y81TME', 'name': 'Breakfast Berliner Weisse - Side Trail Series', 'nameDisplay': 'Breakfast Berliner Weisse - Side Trail Series', 'description': 'Tom Wallbank’s delightful 2013 UpCup-winning beer, Breakfast, is a tart, refreshing, and highly effervescent Berliner Weisse. London ale yeast, kettle souring techniques, and german spalt and Hallertau hops merge to create an easy-drinking beer that is low in bitterness with a bright acidity. Lemon, honey , and grain notes make this beer delicious and invigorating – truly the most important meal of the day.', 'abv': '3.5', 'ibu': '6', 'srmId': 3, 'availableId': 2, 'styleId': 46, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/y81TME/upload_fueGj2-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/y81TME/upload_fueGj2-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/y81TME/upload_fueGj2-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'originalGravity': '1.035', 'createDate': '2014-08-27 20:01:25', 'updateDate': '2015-12-17 16:23:15', 'srm': {'id': 3, 'name': '3', 'hex': 'FFCA5A'}, 'available': {'id': 2, 'name': 'Limited', 'description': 'Limited availability.'}, 'style': {'id': 46, 'categoryId': 4, 'category': {'id': 4, 'name': 'German Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Berliner-Style Weisse (Wheat)', 'shortName': 'Berlinerweisse', 'description': 'This is very pale in color and the lightest of all the German wheat beers. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic, highly attenuated, and very light bodied. The carbonation of a Berliner Weisse is high, and hop rates are very low. Clarity may be hazy or cloudy from yeast or chill haze. Hop character should not be perceived. Fruity esters will be evident. No diacetyl should be perceived.', 'ibuMin': '3', 'ibuMax': '6', 'abvMin': '2.8', 'abvMax': '3.4', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.028', 'fgMin': '1.004', 'fgMax': '1.006', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:29:14'}}",success
45,1,6,273,"{'id': 'Yi6W9A', 'name': 'Breezeway', 'nameDisplay': 'Breezeway', 'description': 'A lightly sour beer with hop-derived notes of tangerine, grapefruit, and tropical fruit.', 'abv': '3.5', 'styleId': 40, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2017-08-29 16:13:32', 'updateDate': '2017-08-29 16:13:32', 'style': {'id': 40, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Sour Ale', 'shortName': 'Sour', 'description': 'American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:28:32'}}",success
46,1,6,273,"{'id': 'dZQi1L', 'name': 'Brett-Saison', 'nameDisplay': 'Brett-Saison', 'description': 'Our saison aged with Brettanomyces Bruxellensis for three months gives this beer a slight earthiness and a touch of leather.', 'abv': '3.5', 'styleId': 72, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-04-27 16:11:33', 'updateDate': '2015-04-27 16:11:33', 'style': {'id': 72, 'categoryId': 5, 'category': {'id': 5, 'name': 'Belgian And French Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'French & Belgian-Style Saison', 'shortName': 'Saison', 'description': 'Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.', 'ibuMin': '20', 'ibuMax': '40', 'abvMin': '4.5', 'abvMax': '8.5', 'srmMin': '4', 'srmMax': '14', 'ogMin': '1.055', 'fgMin': '1.004', 'fgMax': '1.016', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:34:55'}}",success
47,1,6,273,"{'id': '0bOIzD', 'name': 'Brewer’s Dark', 'nameDisplay': 'Brewer’s Dark', 'description': 'This dark-coloured beer is smooth, well-rounded and light to drink. It has enticingly sweet undertones of liquorice and chocolate, and a full, malty aftertaste. Always a favourite with cask ale fanatics. This beer has also won a CAMRA gold award, so we’re confident about its quality. First brewed in 1982.', 'abv': '3.5', 'availableId': 1, 'styleId': 11, 'isOrganic': 'Y', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/0bOIzD/upload_yinOMU-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/0bOIzD/upload_yinOMU-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/0bOIzD/upload_yinOMU-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-05-13 16:17:19', 'updateDate': '2015-12-18 00:28:06', 'available': {'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}, 'style': {'id': 11, 'categoryId': 1, 'category': {'id': 1, 'name': 'British Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'English-Style Dark Mild Ale', 'shortName': 'English Dark Mild', 'description': 'English dark mild ales range from deep copper to dark brown (often with a red tint) in color. Malt flavor and caramel are part of the flavor and aroma profile while, licorice and roast malt tones may sometimes contribute to the flavor and aroma profile. Body should be low-medium to medium. These beers have very little hop flavor or aroma. Very low diacetyl flavors may be appropriate in this low-alcohol beer. Fruity-ester level is very low.', 'ibuMin': '10', 'ibuMax': '24', 'abvMin': '3.2', 'abvMax': '4', 'srmMin': '17', 'srmMax': '34', 'ogMin': '1.03', 'fgMin': '1.004', 'fgMax': '1.008', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:20:43'}}",success
48,1,6,273,"{'id': 'arIDA2', 'name': 'Brown Ale', 'nameDisplay': 'Brown Ale', 'description': 'A session beer brewed with cherry wood smoked malts.', 'abv': '3.5', 'styleId': 37, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/arIDA2/upload_WrEkQX-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/arIDA2/upload_WrEkQX-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/arIDA2/upload_WrEkQX-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2012-07-11 19:17:38', 'updateDate': '2015-12-18 16:03:38', 'style': {'id': 37, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Brown Ale', 'shortName': 'American Brown', 'description': 'American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.', 'ibuMin': '25', 'ibuMax': '45', 'abvMin': '4', 'abvMax': '6.4', 'srmMin': '15', 'srmMax': '26', 'ogMin': '1.04', 'fgMin': '1.01', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:27:35'}}",success
49,1,6,273,"{'id': 'VpV99J', 'name': 'Bryggmästarens Bästa', 'nameDisplay': 'Bryggmästarens Bästa', 'abv': '3.5', 'styleId': 75, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2012-10-21 16:34:29', 'updateDate': '2012-10-21 16:34:30', 'style': {'id': 75, 'categoryId': 7, 'category': {'id': 7, 'name': 'European-germanic Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'German-Style Pilsener', 'shortName': 'German Pilsener', 'description': ""A classic German Pilsener is very light straw or golden in color and well hopped. Perception of hop bitterness is medium to high. Noble-type hop aroma and flavor are moderate and quite obvious. It is a well-attenuated, medium-light bodied beer, but a malty residual sweetness can be perceived in aroma and flavor. Very low levels of sweet corn-like dimethylsulfide (DMS) character are below most beer drinkers' taste thresholds and are usually not detectable except to the trained or sensitive palate. Other fermentation or hop related sulfur compounds, when perceived at low levels, may be characteristic of this style. Fruity esters and diacetyl should not be perceived. There should be no chill haze. Its head should be dense and rich."", 'ibuMin': '25', 'ibuMax': '40', 'abvMin': '4', 'abvMax': '5', 'srmMin': '3', 'srmMax': '4', 'ogMin': '1.044', 'fgMin': '1.006', 'fgMax': '1.012', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:35:59'}}",success
0,2,6,273,"{'id': '1CMgHY', 'name': 'Bucktricutioner', 'nameDisplay': 'Bucktricutioner', 'description': 'Bucktricutioner is a light bodied Berliner Weisse brewed with 50% malted wheat, strawberries, and limes. This beer is pink in color with notable aromas of wheat and yeast esters that combine with some subtle citrus scents, creating a pleasantly refreshing nose. Delicate grain flavors give way to bright, tart lemon – lime qualities and sweet fruit before slightly drying the palate for an over all crisp and clean finish.', 'abv': '3.5', 'styleId': 54, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-06-08 19:21:12', 'updateDate': '2015-06-09 14:50:28', 'style': {'id': 54, 'categoryId': 4, 'category': {'id': 4, 'name': 'German Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles)', 'shortName': 'Rauchbier', 'description': 'Bamberg-style Weiss Rauchbier should have smoky characters that range from detectable to prevalent in the aroma and flavor. Smoke character is not harshly phenolic, but rather very smooth, almost rendering a perception of mild sweetness to this style of beer. The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove- or nutmeg-like and can be smoky or even vanilla-like. Banana-like esters are often present. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent. Weissbier is well attenuated and very highly carbonated and a medium- to full-bodied beer. The color is very pale to very dark amber. Darker (dunkel) styles should have a detectable degree of roast malt in the balance without being robust in overall character. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.', 'ibuMin': '10', 'ibuMax': '15', 'abvMin': '4.9', 'abvMax': '5.5', 'srmMin': '4', 'srmMax': '18', 'ogMin': '1.047', 'fgMin': '1.008', 'fgMax': '1.016', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:30:29'}}",success
1,2,6,273,"{'id': 'Dvucvo', 'name': 'Bud Light Blends Lemon', 'nameDisplay': 'Bud Light Blends Lemon', 'abv': '3.5', 'styleId': 119, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/Dvucvo/upload_OjxheQ-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/Dvucvo/upload_OjxheQ-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/Dvucvo/upload_OjxheQ-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2018-08-01 15:05:42', 'updateDate': '2018-08-01 15:06:14', 'style': {'id': 119, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Fruit Beer', 'shortName': 'Fruit Beer', 'description': 'Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.', 'ibuMin': '5', 'ibuMax': '70', 'abvMin': '2.5', 'abvMax': '12', 'srmMin': '5', 'srmMax': '50', 'ogMin': '1.03', 'fgMin': '1.006', 'fgMax': '1.03', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:44:21'}}",success
2,2,6,273,"{'id': 'MK0ftw', 'name': ""Bumbl'n Bubbas Buzz'n Brew"", 'nameDisplay': ""Bumbl'n Bubbas Buzz'n Brew"", 'description': 'A clean low carb and low calorie ale (3.4 carbs, 96 cal.) Brewed with light colored malt and flaked rice. It has a light malt flavor. Hop bitterness and aroma is low and comes from Sazz hops.', 'abv': '3.5', 'ibu': '17', 'availableId': 1, 'styleId': 95, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/MK0ftw/upload_IrXGHk-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/MK0ftw/upload_IrXGHk-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/MK0ftw/upload_IrXGHk-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-04-14 19:50:28', 'updateDate': '2015-12-18 01:09:58', 'available': {'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}, 'style': {'id': 95, 'categoryId': 8, 'category': {'id': 8, 'name': 'North American Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'American-Style Low-Carbohydrate Light Lager', 'shortName': 'American Low-Carb Lager', 'description': 'These beers are extremely light straw to light amber in color, light in body, and high in carbonation. They should have a maximum carbohydrate level of 3.0 gm per 12 oz. (356 ml). These beers are characterized by extremely high degree of attenuation (often final gravity is less than 1.000 (0 ºPlato), but with typical American-style light lager alcohol levels. Corn, rice, or other grain adjuncts are often used. Flavor is very light/mild and very dry. Hop flavor, aroma and bitterness are negligible to very low. Very low yeasty flavors and fruity esters are acceptable in aroma and flavor. Chill haze and diacetyl should not be perceived.', 'ibuMin': '3', 'ibuMax': '10', 'abvMin': '3.5', 'abvMax': '4.4', 'srmMin': '2', 'srmMax': '10', 'ogMin': '1.024', 'fgMin': '0.992', 'fgMax': '1.004', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:39:47'}}",success
3,2,6,273,"{'id': 'mnwGQf', 'name': 'Calliope', 'nameDisplay': 'Calliope', 'abv': '3.5', 'styleId': 124, 'isOrganic': 'N', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/mnwGQf/upload_sq3b7o-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/mnwGQf/upload_sq3b7o-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/mnwGQf/upload_sq3b7o-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-11-01 19:27:44', 'updateDate': '2015-12-18 06:10:05', 'style': {'id': 124, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Herb and Spice Beer', 'shortName': 'Spice Beer', 'description': 'Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.', 'ibuMin': '5', 'ibuMax': '70', 'abvMin': '2.5', 'abvMax': '12', 'srmMin': '5', 'srmMax': '50', 'ogMin': '1.03', 'fgMin': '1.006', 'fgMax': '1.03', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:44:45'}}",success
4,2,6,273,"{'id': 'E2O6G5', 'name': 'Cara Flora', 'nameDisplay': 'Cara Flora', 'description': 'Berliner with Cara Cara oranges and hibiscus.', 'abv': '3.5', 'styleId': 46, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2016-08-21 20:11:57', 'updateDate': '2016-08-21 20:11:57', 'style': {'id': 46, 'categoryId': 4, 'category': {'id': 4, 'name': 'German Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Berliner-Style Weisse (Wheat)', 'shortName': 'Berlinerweisse', 'description': 'This is very pale in color and the lightest of all the German wheat beers. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic, highly attenuated, and very light bodied. The carbonation of a Berliner Weisse is high, and hop rates are very low. Clarity may be hazy or cloudy from yeast or chill haze. Hop character should not be perceived. Fruity esters will be evident. No diacetyl should be perceived.', 'ibuMin': '3', 'ibuMax': '6', 'abvMin': '2.8', 'abvMax': '3.4', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.028', 'fgMin': '1.004', 'fgMax': '1.006', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:29:14'}}",success
5,2,6,273,"{'id': 'alFxDF', 'name': 'Carlton Cold', 'nameDisplay': 'Carlton Cold', 'description': 'Carlton Cold is a super refreshing mid-strength beer – filtered below zero for a clean, fresh taste at 3.5% ABV. This beer presents as bright golden amber with a subtle bitterness and a clean, dry finish. Carlton Cold comes in a new, tall, clear glass 355mL bottle and a 375mL can featuring thermo chromic ink technology which enables consumers to see, through a change in colour on the label, when their beer is ice cold and at the optimal drinking temperature.', 'abv': '3.5', 'styleId': 93, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2017-05-27 23:51:39', 'updateDate': '2017-06-01 19:31:44', 'style': {'id': 93, 'categoryId': 8, 'category': {'id': 8, 'name': 'North American Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'American-Style Lager', 'shortName': 'American Lager', 'description': 'Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.', 'ibuMin': '5', 'ibuMax': '13', 'abvMin': '3.8', 'abvMax': '5', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.04', 'fgMin': '1.006', 'fgMax': '1.01', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:39:26'}}",success
6,2,6,273,"{'id': 'cAarpx', 'name': 'Carnivore No. 1 English Mild', 'nameDisplay': 'Carnivore No. 1 English Mild', 'description': 'Rise and shine craft beer and breakfast lovers! Our fearless Brewmaster and amateur lion tamer went whole hog with the recipe for Carnivore No. 1! This is a brave take on an English Mild: a hint of maple syrup and bacon. But fear not! This dark beer does not bite. The bacon and maple syrup flavors work well together and culminate with a pleasing malty finish. Sure Carnivore No. 1 is daring to make, but at a mere 3.5% ABV you can easily drink a couple of these critters and not worry about getting lost in the jungle…so to speak.', 'abv': '3.5', 'availableId': 4, 'styleId': 10, 'isOrganic': 'Y', 'labels': {'icon': 'https://s3.amazonaws.com/brewerydbapi/beer/cAarpx/upload_ake1gp-icon.png', 'medium': 'https://s3.amazonaws.com/brewerydbapi/beer/cAarpx/upload_ake1gp-medium.png', 'large': 'https://s3.amazonaws.com/brewerydbapi/beer/cAarpx/upload_ake1gp-large.png'}, 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-06-22 23:17:46', 'updateDate': '2015-12-18 02:57:02', 'available': {'id': 4, 'name': 'Seasonal', 'description': 'Available at the same time of year, every year.'}, 'style': {'id': 10, 'categoryId': 1, 'category': {'id': 1, 'name': 'British Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'English-Style Pale Mild Ale', 'shortName': 'English Pale Mild', 'description': 'English pale mild ales range from golden to amber in color. Malt flavor dominates the flavor profile with little hop bitterness or flavor. Hop aroma can be light. Very low diacetyl flavors may be appropriate in this low-alcohol beer. Fruity-ester level is very low. Chill haze is allowable at cold temperatures.', 'ibuMin': '10', 'ibuMax': '20', 'abvMin': '3.2', 'abvMax': '4', 'srmMin': '8', 'srmMax': '17', 'ogMin': '1.03', 'fgMin': '1.004', 'fgMax': '1.008', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:20:35'}}",success
7,2,6,273,"{'id': 'K9SlNO', 'name': 'CBGB', 'nameDisplay': 'CBGB', 'abv': '3.5', 'styleId': 46, 'isOrganic': 'Y', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2015-06-17 15:44:27', 'updateDate': '2015-06-17 15:45:02', 'style': {'id': 46, 'categoryId': 4, 'category': {'id': 4, 'name': 'German Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Berliner-Style Weisse (Wheat)', 'shortName': 'Berlinerweisse', 'description': 'This is very pale in color and the lightest of all the German wheat beers. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic, highly attenuated, and very light bodied. The carbonation of a Berliner Weisse is high, and hop rates are very low. Clarity may be hazy or cloudy from yeast or chill haze. Hop character should not be perceived. Fruity esters will be evident. No diacetyl should be perceived.', 'ibuMin': '3', 'ibuMax': '6', 'abvMin': '2.8', 'abvMax': '3.4', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.028', 'fgMin': '1.004', 'fgMax': '1.006', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:29:14'}}",success
8,2,6,273,"{'id': 'Ky2GYC', 'name': 'Cereal City Not Champagne', 'nameDisplay': 'Cereal City Not Champagne', 'description': 'Virtually unknown today, Berliner Weisse was once the dominant beer style of Berlin. Refreshingly effervescent and slightly sour, it can be sweetened with a shot of Schuss (flavored syrup) or enjoyed straight up. Either way, you’ll quickly taste why Napoleon proclaimed it “the champagne of the North.”', 'abv': '3.5', 'ibu': '3', 'glasswareId': 8, 'srmId': 3, 'availableId': 6, 'styleId': 46, 'isOrganic': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'servingTemperature': 'cold', 'servingTemperatureDisplay': 'Cold - (4-7C/39-45F)', 'createDate': '2015-06-18 14:40:06', 'updateDate': '2018-07-06 16:03:54', 'glass': {'id': 8, 'name': 'Tulip', 'createDate': '2012-01-03 02:41:33'}, 'srm': {'id': 3, 'name': '3', 'hex': 'FFCA5A'}, 'available': {'id': 6, 'name': 'Summer', 'description': 'Available during the summer months.'}, 'style': {'id': 46, 'categoryId': 4, 'category': {'id': 4, 'name': 'German Origin Ales', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Berliner-Style Weisse (Wheat)', 'shortName': 'Berlinerweisse', 'description': 'This is very pale in color and the lightest of all the German wheat beers. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic, highly attenuated, and very light bodied. The carbonation of a Berliner Weisse is high, and hop rates are very low. Clarity may be hazy or cloudy from yeast or chill haze. Hop character should not be perceived. Fruity esters will be evident. No diacetyl should be perceived.', 'ibuMin': '3', 'ibuMax': '6', 'abvMin': '2.8', 'abvMax': '3.4', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.028', 'fgMin': '1.004', 'fgMax': '1.006', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:29:14'}}",success
